sentence_id	token	pos_tag	probability
1	how	SCONJ	0.7510406293626951
1	that	SCONJ	0.12206140174644198
1	and	CCONJ	0.03276043118428301
1	where	SCONJ	0.027160516570066063
1	when	SCONJ	0.022831848804748877
1	if	SCONJ	0.020045328609335736
1	before	SCONJ	0.011178184666913914
1	why	SCONJ	0.004734558651982986
1	because	SCONJ	0.0031353069676889433
1	as	SCONJ	0.0022014876360950454
1	once	SCONJ	0.0014409317823340087
1	until	SCONJ	0.0014093740174143663
2	that	SCONJ	0.6374529435448986
2	where	SCONJ	0.2856763522104796
2	why	SCONJ	0.034072256650867536
2	how	SCONJ	0.016244170826367296
2	when	SCONJ	0.014355553935316184
2	if	SCONJ	0.005861244778697665
2	as	SCONJ	0.0016220430303319495
2	because	SCONJ	0.0012305150156765028
2	who	PRON	0.0009184312637235746
2	while	SCONJ	0.0007314611544613431
2	and	CCONJ	0.0006525904906404922
2	whether	SCONJ	0.0006242670164790963
2	what	PRON	0.0003146174390106137
2	which	PRON	0.00024355264304964558
3	where	SCONJ	0.41091005430351807
3	how	SCONJ	0.2981644276930392
3	that	SCONJ	0.11135280546388059
3	when	SCONJ	0.09347543472048228
3	why	SCONJ	0.06780071330845093
3	about	ADP	0.005696721933964283
3	before	SCONJ	0.0032816075787431877
3	who	PRON	0.0031268644008416537
3	if	SCONJ	0.0021989144124220476
3	because	SCONJ	0.0013894431336382007
3	and	CCONJ	0.0012219651563080039
3	what	PRON	0.0007153721058792235
3	as	SCONJ	0.0006656757888323537
4	that	SCONJ	0.9121567737497412
4	if	SCONJ	0.024401059607690116
4	how	SCONJ	0.023651219334765897
4	when	SCONJ	0.011715485979344928
4	why	SCONJ	0.01054756803312021
4	and	CCONJ	0.006786843139659943
4	because	SCONJ	0.005208371879586517
4	where	SCONJ	0.002066842409452681
4	before	SCONJ	0.001758556738344333
4	but	CCONJ	0.0017072791282941608
5	that	SCONJ	0.49486810006330134
5	when	SCONJ	0.2144129117605369
5	how	SCONJ	0.11437742587378495
5	where	SCONJ	0.06260955926302382
5	if	SCONJ	0.037869594528570284
5	before	SCONJ	0.03760920150956939
5	why	SCONJ	0.008426133791998986
5	whether	SCONJ	0.007119962560779145
5	once	SCONJ	0.005507211485756403
5	after	SCONJ	0.005039436193560209
5	and	CCONJ	0.004627598600118837
5	because	SCONJ	0.004047868444534118
5	as	SCONJ	0.003484995924465594
6	when	SCONJ	0.5846611903051749
6	how	SCONJ	0.17941214881245532
6	that	SCONJ	0.08090356420388328
6	before	SCONJ	0.04563181077571057
6	why	SCONJ	0.038940199922623216
6	until	SCONJ	0.017280755109422157
6	where	SCONJ	0.011194821980822995
6	after	SCONJ	0.010263202598015428
6	and	CCONJ	0.007364098462973898
6	as	SCONJ	0.007268440829172198
6	if	SCONJ	0.005802864388514388
6	because	SCONJ	0.005779166042407191
6	once	SCONJ	0.005497736568824401
7	and	CCONJ	0.5516223877215285
7	that	SCONJ	0.17015092264978823
7	because	SCONJ	0.12277609568707708
7	why	SCONJ	0.044327466088353445
7	but	CCONJ	0.028507296904582195
7	when	SCONJ	0.024870412482421018
7	how	SCONJ	0.021174925120286847
7	as	SCONJ	0.018748435179367452
7	so	ADV	0.01782205816659524
8	that	SCONJ	0.9228249844302188
8	how	SCONJ	0.019562695654075927
8	why	SCONJ	0.01955857447173537
8	if	SCONJ	0.014944475621528615
8	when	SCONJ	0.007467663875909364
8	where	SCONJ	0.005236557239301734
8	because	SCONJ	0.00277137781058612
8	as	SCONJ	0.002699587659901743
8	about	ADP	0.002642485667098788
8	and	CCONJ	0.002291597569643582
9	that	SCONJ	0.8648775767901332
9	how	SCONJ	0.09635372556066464
9	and	CCONJ	0.010563938149705854
9	why	SCONJ	0.00859227114375956
9	when	SCONJ	0.006483615821680293
9	if	SCONJ	0.004716204701678121
9	because	SCONJ	0.004265832333153327
9	before	SCONJ	0.0015829330389862252
9	but	CCONJ	0.0014511610253838097
9	whether	SCONJ	0.0011127414348549624
10	that	SCONJ	0.7248019926173314
10	when	SCONJ	0.09525457146576603
10	how	SCONJ	0.06695702888146604
10	where	SCONJ	0.017954338209704473
10	why	SCONJ	0.016392729901677096
10	and	CCONJ	0.015008981366940356
10	what	PRON	0.013835746616053005
10	after	SCONJ	0.013723140860023202
10	as	SCONJ	0.010466028431794243
10	if	SCONJ	0.007056987242853126
10	because	SCONJ	0.005732884039118399
10	before	SCONJ	0.00565940552379046
10	who	PRON	0.003731094152650736
10	until	SCONJ	0.003425070690831424
11	that	SCONJ	0.6800413190250792
11	and	CCONJ	0.12653351648145364
11	how	SCONJ	0.06798140481391511
11	when	SCONJ	0.06143201119641078
11	but	CCONJ	0.02296994201905475
11	because	SCONJ	0.016006038819875244
11	as	SCONJ	0.010765558792084387
11	if	SCONJ	0.007260742749740212
11	so	SCONJ	0.007009466102386635
12	that	SCONJ	0.4925998889127774
12	when	SCONJ	0.23855150913560427
12	how	SCONJ	0.16978041988175138
12	until	SCONJ	0.03150320280413926
12	and	CCONJ	0.014879995621365221
12	before	SCONJ	0.014307727510352319
12	after	SCONJ	0.009195669570014348
12	as	SCONJ	0.006677316529983533
12	where	SCONJ	0.006221964402111178
12	if	SCONJ	0.005764188679220376
12	once	SCONJ	0.004812702386119999
12	why	SCONJ	0.0033927306806541104
12	because	SCONJ	0.002312683885906629
13	how	SCONJ	0.35147220214749114
13	that	SCONJ	0.3254479270898165
13	when	SCONJ	0.1926364245999096
13	where	SCONJ	0.06047901028484654
13	until	SCONJ	0.017853861332643443
13	before	SCONJ	0.012663796712801632
13	as	SCONJ	0.012044772918413448
13	after	SCONJ	0.00703369516653033
13	and	CCONJ	0.00554458338004275
13	while	SCONJ	0.004431093852168544
13	if	SCONJ	0.003899546898000825
13	about	ADP	0.0033742648908823654
13	once	SCONJ	0.0031188207264528558
14	that	SCONJ	0.8554893729658225
14	when	SCONJ	0.053663738393935546
14	and	CCONJ	0.03946220898491502
14	how	SCONJ	0.01708541872676557
14	because	SCONJ	0.010450896766538247
14	as	SCONJ	0.009394435529583384
14	after	SCONJ	0.006169331848783931
14	before	SCONJ	0.0036018612906944425
14	if	SCONJ	0.0025251968635839634
14	about	ADP	0.002157538629377402
15	how	SCONJ	0.4161286012873803
15	why	SCONJ	0.27515571638670155
15	that	SCONJ	0.12113440314887139
15	and	CCONJ	0.06589638320699921
15	when	SCONJ	0.04858603044528556
15	but	CCONJ	0.02318859388325065
15	before	SCONJ	0.013681432640423003
15	as	SCONJ	0.009580943474293958
15	if	SCONJ	0.009271531729298324
15	where	SCONJ	0.005352287457699914
15	until	SCONJ	0.004394925552276617
15	after	SCONJ	0.004373914347268252
15	while	SCONJ	0.003255236440251276
16	why	SCONJ	0.6523070544778872
16	how	SCONJ	0.16553855953557983
16	that	SCONJ	0.1175280257708938
16	and	CCONJ	0.04263684492482275
16	when	SCONJ	0.0128460043983028
16	before	SCONJ	0.002758002528125628
16	what	PRON	0.0018772552921907596
16	after	SCONJ	0.0017581678467330107
16	where	SCONJ	0.0014413757786146963
16	if	SCONJ	0.0013087094468495803
17	why	SCONJ	0.47024897077005484
17	that	SCONJ	0.35551916404676404
17	how	SCONJ	0.1698159497278588
17	when	SCONJ	0.0018303629954408613
17	where	SCONJ	0.0006039129186769343
17	if	SCONJ	0.00041966524790478915
17	whether	SCONJ	0.00040918050527875464
17	what	PRON	0.0003933369523535649
17	before	SCONJ	0.00027233549860878
17	after	SCONJ	0.00024752564388663397
17	and	CCONJ	0.00023959569317198194
18	that	SCONJ	0.7519828165406871
18	why	SCONJ	0.13398595935002994
18	how	SCONJ	0.05035429729554149
18	and	CCONJ	0.04263735277808153
18	but	CCONJ	0.01148983681165049
18	when	SCONJ	0.0037649550142731464
18	if	SCONJ	0.0028682067160352787
18	because	SCONJ	0.0010577858952423912
18	after	SCONJ	0.0008148586400558022
18	where	SCONJ	0.0005540108507536366
18	while	SCONJ	0.0004899201076492166
19	how	SCONJ	0.7906616991805905
19	that	SCONJ	0.14841889034870456
19	why	SCONJ	0.05079441109234825
19	and	CCONJ	0.0030884427746431476
19	as	SCONJ	0.0018516920357342362
19	where	SCONJ	0.0017315293900833349
19	what	PRON	0.0011507805760170356
19	when	SCONJ	0.0008581585163506015
19	about	ADP	0.0005699735613276796
19	while	SCONJ	0.0005265410367938449
19	who	PRON	0.00034788148740687666
20	why	SCONJ	0.3933134432144112
20	how	SCONJ	0.38360666852205316
20	that	SCONJ	0.22013472121281677
20	whether	SCONJ	0.0005670079337208569
20	when	SCONJ	0.0005516888359428381
20	what	PRON	0.0004714978526403463
20	and	CCONJ	0.00046167148706073753
20	where	SCONJ	0.00029495933381681937
20	as	SCONJ	0.0002262558352128965
20	if	SCONJ	0.0001692097491165669
20	which	PRON	0.00013612564375911832
20	because	SCONJ	6.675037944868264e-05
21	who	PRON	0.6733037585356183
21	whom	PRON	0.3037777065271584
21	what	PRON	0.006325115172630728
21	someone	PRON	0.006308795449593711
21	that	SCONJ	0.004003622072330164
21	which	PRON	0.0014829374989597623
21	how	SCONJ	0.0011097492261588093
21	when	SCONJ	0.0008201004236918386
21	everyone	PRON	0.0007699760523336869
21	where	SCONJ	0.0007593240678596377
21	and	CCONJ	0.0002961425958935035
21	everything	PRON	0.0002716309771826702
21	of	ADP	0.0002604955602190032
21	about	ADP	0.00025769010409441417
21	anyone	PRON	0.0002529557362753696
22	what	PRON	0.8889977710085386
22	where	SCONJ	0.026860002780417405
22	something	PRON	0.018179171803900506
22	whatever	PRON	0.01633327947842768
22	who	PRON	0.015888987488129877
22	that	SCONJ	0.008674976836142066
22	secrets	NOUN	0.00704150948561623
22	everything	PRON	0.00584851068822551
22	how	SCONJ	0.003106483323041501
22	information	NOUN	0.0023979291225564516
22	all	DET	0.0018433235365925675
22	which	PRON	0.0016974166419464632
22	things	NOUN	0.0013567488010429204
22	whom	PRON	0.0009159945520523987
22	secret	ADJ	0.0008578944533698283
23	who	PRON	0.4984507502500183
23	what	PRON	0.4021806540690024
23	where	SCONJ	0.040454003269745194
23	whom	PRON	0.018135423818142985
23	about	ADP	0.010520088938544737
23	how	SCONJ	0.01047968352838371
23	that	SCONJ	0.006768319153297797
23	when	SCONJ	0.004523498853731323
23	why	SCONJ	0.0030605627057881083
23	which	PRON	0.0027162431865868112
23	of	ADP	0.0011843245755392238
23	with	ADP	0.0008953973734369484
23	everything	PRON	0.0006310502777825403
24	who	PRON	0.35253082686769116
24	what	PRON	0.2550547387675321
24	whom	PRON	0.2488538501857057
24	that	SCONJ	0.06710776752263477
24	someone	PRON	0.03179982549187739
24	something	PRON	0.014030318201049694
24	which	PRON	0.011182142714521177
24	and	CCONJ	0.0051468864126850275
24	one	NUM	0.004681020584292481
24	how	SCONJ	0.003328055883142255
24	anyone	PRON	0.0025266184565309077
24	everything	PRON	0.002049306904194146
24	when	SCONJ	0.0017086420081431932
25	who	PRON	0.49367708633432467
25	what	PRON	0.27855195034950336
25	whom	PRON	0.10369975907470237
25	that	SCONJ	0.050870946960078864
25	when	SCONJ	0.018353772245274638
25	how	SCONJ	0.012166897909480268
25	where	SCONJ	0.01149884631357034
25	which	PRON	0.010309303221896705
25	about	ADP	0.006689407568407315
25	if	SCONJ	0.0035673913078025296
25	of	ADP	0.0032607259023600854
25	was	AUX	0.002754661195097399
25	had	VERB	0.002404611330919231
25	everything	PRON	0.0021946402865822504
26	what	PRON	0.5270209111969527
26	when	SCONJ	0.18910584351211535
26	how	SCONJ	0.09379129294766193
26	who	PRON	0.05764099973027894
26	that	SCONJ	0.05373921319498839
26	as	SCONJ	0.04696838031111025
26	and	CCONJ	0.031733359106892484
27	what	PRON	0.6494640303459084
27	who	PRON	0.08970935892987227
27	whom	PRON	0.06619991862777759
27	and	CCONJ	0.05801320712301158
27	something	PRON	0.045637557491877194
27	everything	PRON	0.038850210663252276
27	that	SCONJ	0.022040055159136998
27	which	PRON	0.011148715396325386
27	someone	PRON	0.009201120917460066
27	how	SCONJ	0.005728213153618814
27	things	NOUN	0.0022434004482978207
27	anything	PRON	0.0017642117434616687
28	what	PRON	0.9082858249591167
28	who	PRON	0.05332333691117259
28	that	SCONJ	0.008509029894276255
28	whom	PRON	0.006148450823408504
28	where	SCONJ	0.005647247092632474
28	whatever	PRON	0.00473677680929489
28	everything	PRON	0.0033161335962957157
28	something	PRON	0.003024438962776306
28	which	PRON	0.0027554181941828325
28	all	DET	0.001617004695557192
28	how	SCONJ	0.0012222175857169609
28	when	SCONJ	0.0008104887081792897
28	anything	PRON	0.0006036317673903349
29	what	PRON	0.7008646340870655
29	that	SCONJ	0.13691498905696514
29	something	PRON	0.03899508202546645
29	and	CCONJ	0.03875292157082465
29	which	PRON	0.029772670760640513
29	everything	PRON	0.012494530956776467
29	who	PRON	0.010709416251992017
29	how	SCONJ	0.0075489830898754955
29	but	CCONJ	0.0068100166490238844
29	anything	PRON	0.006336679684877854
29	whatever	PRON	0.006033999043103763
29	when	SCONJ	0.004766076823388335
30	what	PRON	0.9347928748345797
30	that	SCONJ	0.01934921536347326
30	who	PRON	0.014032219847399293
30	everything	PRON	0.010695601703810993
30	when	SCONJ	0.004685422722868216
30	how	SCONJ	0.003455641129119607
30	whatever	PRON	0.0032707259783325217
30	where	SCONJ	0.002015104886173159
30	and	CCONJ	0.0018775439093642516
30	all	DET	0.0014925877069303767
30	which	PRON	0.0014604869556714198
30	something	PRON	0.0011222756169679956
30	anything	PRON	0.0009248348487632563
30	whom	PRON	0.0008254644965458871
31	what	PRON	0.400023632061163
31	that	SCONJ	0.20719037494098153
31	who	PRON	0.19824920951772293
31	about	ADP	0.057147385957863825
31	and	CCONJ	0.0406628155763396
31	which	PRON	0.026195476234518452
31	how	SCONJ	0.017729690533600812
31	everything	PRON	0.017628025288704528
31	whom	PRON	0.016882050778076016
31	when	SCONJ	0.009176549574525437
31	something	PRON	0.009114789536503892
32	what	PRON	0.9035535828326052
32	that	SCONJ	0.042625504883176776
32	everything	PRON	0.009957807478600275
32	anything	PRON	0.007309336057361733
32	something	PRON	0.006786129227004242
32	who	PRON	0.006273300897861192
32	when	SCONJ	0.005585214162668944
32	how	SCONJ	0.005148437553182116
32	which	PRON	0.0038913402696717633
32	and	CCONJ	0.0028980684058097384
32	until	SCONJ	0.0023878895841086436
32	whatever	PRON	0.0021253678559571484
32	about	ADP	0.0014580207919921992
33	what	PRON	0.9367988764739783
33	who	PRON	0.04067224032398723
33	that	SCONJ	0.006684261985080322
33	where	SCONJ	0.0038691702172560694
33	everything	PRON	0.0030435864090993916
33	whatever	PRON	0.00181160871245541
33	how	SCONJ	0.0013074187413136284
33	when	SCONJ	0.0010532094488133834
33	all	DET	0.0009172144197388233
33	anything	PRON	0.0009057590287624144
33	about	ADP	0.0008737822273680401
33	whom	PRON	0.0008613351299381284
33	which	PRON	0.0006011926769360463
33	something	PRON	0.0006003442052728613
34	that	SCONJ	0.4132846059131494
34	what	PRON	0.4027844587859514
34	about	ADP	0.07025864416173482
34	which	PRON	0.01640102975168612
34	leaving	VERB	0.014663219756342494
34	who	PRON	0.014376124216101212
34	and	CCONJ	0.011760852680560154
34	with	ADP	0.011731581689557844
34	having	VERB	0.011396102003242573
34	had	VERB	0.010737307285955748
34	something	PRON	0.0077777385450581975
34	seeing	VERB	0.007749418655969437
34	how	SCONJ	0.007078916554690587
35	what	PRON	0.8516576181052883
35	why	SCONJ	0.050024010588821693
35	how	SCONJ	0.03309839698405074
35	who	PRON	0.017269946707372585
35	that	SCONJ	0.014161328674467087
35	and	CCONJ	0.008316600284565438
35	when	SCONJ	0.007891119487467176
35	everything	PRON	0.003975765939981345
35	where	SCONJ	0.003344294353038955
35	as	SCONJ	0.0027042115079538966
35	which	PRON	0.00259794143674826
35	something	PRON	0.0025491375506636123
35	but	CCONJ	0.002409628379580889
36	why	SCONJ	0.37022052806985817
36	and	CCONJ	0.3306431869260237
36	that	SCONJ	0.12732535733201214
36	to	ADP	0.060176592393931035
36	what	PRON	0.0500638762776285
36	how	SCONJ	0.02517612111753897
36	with	ADP	0.021582028815803397
36	who	PRON	0.01481230906720415
37	what	PRON	0.5329050110514124
37	that	SCONJ	0.15191383182723991
37	why	SCONJ	0.11621341502909263
37	how	SCONJ	0.07787273418014083
37	which	PRON	0.04034497658906077
37	who	PRON	0.040006793447738005
37	where	SCONJ	0.012538552517039933
37	everything	PRON	0.009105412322263652
37	whom	PRON	0.007732598671687415
37	when	SCONJ	0.0051005931645402
37	and	CCONJ	0.004115222412770858
37	all	DET	0.002150858787013379
38	what	PRON	0.3642112591430155
38	that	SCONJ	0.15035339551374122
38	and	CCONJ	0.1487162766194488
38	something	PRON	0.12966416311139767
38	which	PRON	0.08431672468110371
38	but	CCONJ	0.047727622611140344
38	why	SCONJ	0.02062453901658278
38	things	NOUN	0.018799463563405432
38	everything	PRON	0.017022304443515542
38	how	SCONJ	0.005168676592451505
38	anything	PRON	0.004883371405510873
38	it	PRON	0.0042647949904648505
38	this	PRON	0.004247408308221744
39	what	PRON	0.8630328954019959
39	how	SCONJ	0.11155643356205419
39	who	PRON	0.009336434456869448
39	that	SCONJ	0.00432909404268094
39	everything	PRON	0.004270749962425005
39	why	SCONJ	0.002247303619674562
39	where	SCONJ	0.0014812180267646479
39	which	PRON	0.000936002398399061
39	and	CCONJ	0.0008467992516458103
39	when	SCONJ	0.0005714644041472349
39	as	SCONJ	0.0004720204906273032
39	whatever	PRON	0.0003693233515384747
39	something	PRON	0.0002814528651206993
39	whom	PRON	0.0002688081660566815
40	how	SCONJ	0.45544389624411186
40	why	SCONJ	0.3996318644219957
40	that	SCONJ	0.11419547124890102
40	what	PRON	0.018501007990154066
40	and	CCONJ	0.005753622862649016
40	when	SCONJ	0.0017969075028598824
40	which	PRON	0.0014462667863782304
40	as	SCONJ	0.0010577946303133817
40	where	SCONJ	0.0007999473228384338
40	whether	SCONJ	0.0006814024164391766
40	who	PRON	0.0003586525725169076
40	all	DET	0.00033316600084233144
